ID;AÑO;NT1_1;NT1_2;NT1_3;NT1_4;NT2_1;NT2_2;NT2_3;NT2_4;NT2_5;NT3;NT3_1;NT3_2;NT3_3;NT4_1;NT4_2;NT4_3;NT5_1;NT5_2;NT5_3;NT5_4;NT5_5;NT5_6;NT5_7;NT5_8;NT5_9;NT5_10;NT5_11;NT5_12;EDAD;SEXO;GRUPO_DE_EDAD;ZONA;PONDERA
473;2014;1;1;1;2;1;2;1;1;1;1;1;4;6;1;2;6;3;5;7;8;9;10;11;14;15; ; ; ;20;2;2;2;1725.04372568054
477;2014;1;1;1;2;1;2;1;1;1;1;1;6; ;3;6;13;1;3;5;9; ; ; ; ; ; ; ; ;16;2;1;2;1289.90201627248
479;2014;1;1;1;2;2;2;1;2;2;1;1;4; ;3;6;2;2;3;4;7;8;10;15; ; ; ; ; ;15;2;1;2;1289.90201627248
486;2014;1;2;1;2;2;2;1;2;2;1;1; ; ;2;3;6;3;7;9;10; ; ; ; ; ; ; ; ;15;2;1;2;1165.68922952032
487;2014;1;1;1;2;2;2;1;2;2;1;1;4;6;1;2;4;1;2;3;5;6;7;8;9;10; ; ; ;25;2;3;2;1299.39819401189
506;2014;1;1;1;2;2;2;1;1;1;1;1;8;6;1;2;6;2; ; ; ; ; ; ; ; ; ; ; ;17;2;1;2;1082.85691582178
511;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;3; ; ;5; ; ; ; ; ; ; ; ; ; ; ;16;2;1;2;1107.19077909867
512;2014;1;1;1;2;1;2;1;1;1;1;1;8;4;2;6;1;3; ; ; ; ; ; ; ; ; ; ; ;18;2;1;2;1107.19077909867
514;2014;1;1;1;2;2;2;1;2;1;1;8; ; ;2;3; ;3; ; ; ; ; ; ; ; ; ; ; ;18;2;1;2;1107.19077909867
524;2014;1;2;1;2;2;2;1;1;2;1;8;6;1;1;2;12;3;4;5;7;8;10;11;12;14;15; ; ;19;2;1;2;936.853736160414
529;2014;2;1;1;1;2;2;1;2;1;1;1;4;6;3;4;6;2;3;4;5;7;8;10;11;14; ; ; ;16;2;1;2;857.768680510509
537;2014;1;2;1;2;1;2;1;1;2;1;1;8;4;2;1;6;3; ; ; ; ; ; ; ; ; ; ; ;18;2;1;2;1377.84627916506
551;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;2;3;4;2;6;12;13; ; ; ; ; ; ; ; ;18;1;1;3;671.336974094055
553;2014;1;1;1;1;1;2;1;1;1;1;2; ; ;1;5; ;4;5;10; ; ; ; ; ; ; ; ; ;25;1;3;3;614.141651336235
555;2014;2;1;1;1;2;2;1;2;1;1;2; ; ;2;16; ;3; ; ; ; ; ; ; ; ; ; ; ;21;1;2;3;553.112419910887
556;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;2; ; ;2;3;4;5;7; ; ; ; ; ; ; ;24;1;2;3;553.112419910887
557;2014;1;1;1;2;2;1;1;1;1;1;1; ; ;1;2;9;3;10; ; ; ; ; ; ; ; ; ; ;26;1;3;3;614.141651336235
561;2014;1;1;1;1;2;2;1;1;2;1;1; ; ;1;2;3;2;3;4;5;6;7;8;9;10; ; ; ;25;1;3;3;839.170653352565
562;2014;1;1;1;1;2;2;1;1;1;1;1; ; ;2;6;9;2;3;5; ; ; ; ; ; ; ; ; ;17;1;1;3;917.323040937678
569;2014;2;1;1;2;2;2;1;2;2;1;1;8; ;1;2;6;3;4;5;10; ; ; ; ; ; ; ; ;20;1;2;3;1372.22546924457
570;2014;1;2;2;2;2;1;2;2;2;1;3; ; ;99; ; ;7; ; ; ; ; ; ; ; ; ; ; ;28;1;3;3;1523.6338678189
572;2014;1;2;1;1;2;2;1;2;2;1;1; ; ;2;6; ;2;3; ; ; ; ; ; ; ; ; ; ;21;1;2;3;1013.33573113445
575;2014;2;1;1;2;2;2;1;2;1;1;1; ; ;1;2; ;2;3; ; ; ; ; ; ; ; ; ; ;27;1;3;3;1125.14501008165
576;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;1;2;3;2;4;5;6;8;9; ; ; ; ; ; ;20;1;2;3;599.556974254549
577;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;1;2;3;2;5;7; ; ; ; ; ; ; ; ; ;25;1;3;3;665.710797631644
581;2014;1;1;1;2;1;1;1;1;1;1;1; ; ;1;6;7;2;4;7;8;10;11; ; ; ; ; ; ;23;1;2;3;532.001258845586
582;2014;2;2;2;2;2;2;1;2;2;1;3; ; ;2; ; ;2;4; ; ; ; ; ; ; ; ; ; ;29;1;3;3;590.701130292867
587;2014;1;1;1;2;1;2;1;1;1;1;1;6; ;2;1;6;2;3;4;7; ; ; ; ; ; ; ; ;24;1;2;3;506.667865567224
588;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;2;3; ;2;4;7; ; ; ; ; ; ; ; ; ;22;1;2;3;506.667865567224
600;2014;1;1;1;2;1;2;1;1;1;1;1;5;8;1;2;3;3;7;8;15; ; ; ; ; ; ; ; ;27;1;3;3;951.68515436073
604;2014;1;1;1;1;2;1;2;1;1;1;1; ; ;1;2;6;1;3;4;7;8;9;10;11; ; ; ; ;19;1;1;3;650.838135190419
605;2014;1;1;1;1;2;2;1;2;1;1;1;2; ;2;1;6;3;4;5;7;14; ; ; ; ; ; ; ;24;1;2;3;536.223491058646
606;2014;1;1;1;1;1;2;1;1;1;1;1;2;6;1;2;4;1;2;3;4;5;8;10;12; ; ; ; ;26;1;3;3;712.591839718379
610;2014;1;1;1;1;2;2;1;1;1;1;1;6; ;2;6; ;2;3;4;5;7;8;10; ; ; ; ; ;17;1;1;3;778.95587833814
611;2014;1;1;1;1;2;2;1;1;1;1;1; ; ;2;5;6;2;4;9;10; ; ; ; ; ; ; ; ;20;1;2;3;620.66813531985
615;2014;1;2;1;2;1;2;2;2;2;1;1; ; ;99; ; ;3;4;5;6;7;8;9;10; ; ; ; ;28;1;3;3;689.151318675012
616;2014;1;2;1;2;1;2;1;2;2;1;8; ; ;1;2;6;4;7;8;10; ; ; ; ; ; ; ; ;26;1;3;3;590.701130292867
617;2014;1;1;1;2;2;2;1;2;1;1;1;8; ;2;6; ;3;5;7;8; ; ; ; ; ; ; ; ;20;1;2;3;532.001258845586
624;2014;1;1;1;1;1;2;1;2;2;1;1;8;4;2;6;4;3;7;10; ; ; ; ; ; ; ; ; ;23;1;2;3;924.668854660185
625;2014;1;1;1;2;1;2;1;2;2;1;1;4;2;2;1;5;6;10; ; ; ; ; ; ; ; ; ; ;26;1;3;3;1026.69482169951
626;2014;2;2;2;2;2;2;2;2;2;1;3; ; ;1;2;7;4;5; ; ; ; ; ; ; ; ; ; ;28;1;3;3;788.051927401471
628;2014;2;2;2;2;2;2;1;2;2;1;8;3; ;2;8;6;7; ; ; ; ; ; ; ; ; ; ; ;20;1;2;3;709.740672419931
632;2014;1;1;1;1;2;2;1;1;1;1;8;1; ;2; ; ;2;3;4;5;7;14; ; ; ; ; ; ;23;1;2;3;674.635219805612
633;2014;1;2;1;2;2;2;1;2;2;1;8; ; ;2; ; ;2;3; ; ; ; ; ; ; ; ; ; ;22;1;2;3;674.635219805612
640;2014;2;2;2;2;2;1;2;2;2;1;3;4;5;2;6;1;3;5;6; ; ; ; ; ; ; ; ; ;27;1;3;3;1455.77764653304
643;2014;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;1;3;3;264.378711128235
644;2014;1;2;1;2;2;2;2;1;2;1;1; ; ;2;1;4;1;10; ; ; ; ; ; ; ; ; ; ;23;1;2;3;238.106548166686
646;2014;2;1;1;2;2;2;1;2;1;1;1;8; ;2;3; ;3;4; ; ; ; ; ; ; ; ; ; ;23;1;2;3;1007.37385762829
647;2014;2;2;2;2;2;2;1;2;2;1;3; ; ;2;3; ;3;4;7; ; ; ; ; ; ; ; ; ;27;1;3;3;1118.52531631176
656;2014;2;2;2;2;2;2;1;2;2;1;8; ; ;1;2;5;2;3;4;5;7;8;10;11;14;15; ; ;20;1;2;3;810.47805818276
657;2014;1;1;1;2;2;2;1;1;2;1;1; ; ;2;6;5;3;4;8;9;10;15; ; ; ; ; ; ;26;1;3;3;899.904459032647
666;2014;2;2;2;2;2;2;2;2;2;1;3;4; ;2;6;4;4;5;10; ; ; ; ; ; ; ; ; ;20;1;2;3;1169.1642044595
667;2014;2;2;2;2;2;2;1;2;2;1;8; ; ;2;1;5;2;3;4;5;15; ; ; ; ; ; ; ;27;1;3;3;1298.16726105275
670;2014;1;2;1;1;1;2;2;1;2;1;1; ; ;2; ; ;14; ; ; ; ; ; ; ; ; ; ; ;16;1;1;3;1419.06623497513
672;2014;2;1;1;1;1;2;1;2;2;1;1;3;4;2;4;6;4;10;11; ; ; ; ; ; ; ; ; ;17;1;1;3;935.546277627204
673;2014;1;2;1;1;2;2;1;2;2;1;1; ; ;1;13;7;10;11;14; ; ; ; ; ; ; ; ; ;19;1;1;3;935.546277627204
676;2014;2;2;1;1;2;2;1;2;2;1;8;5; ;2;1;17;3;6;7;8;9;10;14; ; ; ; ; ;21;1;2;3;1311.11233894348
681;2014;1;2;1;2;2;2;1;2;2;1;1; ; ;6;5;1;1;2;3;4;7; ; ; ; ; ; ; ;28;1;3;3;291.494476372157
686;2014;2;1;1;1;2;1;2;2;1;1;1; ; ;9;1;13;4;5; ; ; ; ; ; ; ; ; ; ;26;1;3;3;574.515276105588
687;2014;2;1;1;2;1;1;2;2;2;1;1; ; ;2;6;9;3;8; ; ; ; ; ; ; ; ; ; ;24;1;2;3;517.42384505453
688;2014;2;2;2;2;2;2;1;2;2;1;8; ; ;2;1; ;2;3;5;7;10;14; ; ; ; ; ; ;20;1;2;3;517.42384505453
689;2014;2;2;2;1;2;2;1;2;2;1;8; ; ;6;1;6;2;5;7;9;10; ; ; ; ; ; ; ;17;1;1;3;628.02017448638
691;2014;1;2;1;1;1;2;1;2;2;1;1;2;8;1;6;10;10;15; ; ; ; ; ; ; ; ; ; ;29;1;3;3;969.038201986657
694;2014;1;2;1;2;1;2;1;2;2;1;1;2;8;4;1;2;4;5;7;10;14; ; ; ; ; ; ; ;22;1;2;3;872.741758714373
696;2014;2;1;1;1;1;2;1;2;1;1;1;3;7;2;1;2;5;13;14; ; ; ; ; ; ; ; ; ;18;1;1;3;788.829419217323
698;2014;2;1;1;2;1;1;2;2;1;1;1;2; ;1;3; ;7;10; ; ; ; ; ; ; ; ; ; ;22;1;2;3;649.914075638363
700;2014;1;1;1;2;1;2;1;2;1;1;1;2;5;2;3;2;2;8;14; ; ; ; ; ; ; ; ; ;23;1;2;3;649.914075638363
702;2014;1;1;1;2;1;2;1;1;1;1;1;8; ;1;6;5;3;7; ; ; ; ; ; ; ; ; ; ;21;1;2;3;761.327917176368
705;2014;1;2;1;2;2;2;1;1;2;1;8; ; ;2;1;6;3;7; ; ; ; ; ; ; ; ; ; ;24;1;2;3;761.327917176368
707;2014;1;2;1;2;1;2;1;2;2;1;1;3;4;1;4;2;3;4;5;7;8;9;14; ; ; ; ; ;16;1;1;3;1171.97513712288
708;2014;2;1;1;2;2;2;2;2;2;1;1;4;3;2;13;1;1;6;12;14; ; ; ; ; ; ; ; ;24;1;2;3;965.58662666271
710;2014;1;2;1;2;2;2;1;2;2;1;1;4;8;2;6;13;4;12;13;14; ; ; ; ; ; ; ; ;27;1;3;3;1072.12737241077
712;2014;2;1;1;2;2;2;1;2;1;1;1;2; ;2;12;6;8;10; ; ; ; ; ; ; ; ; ; ;23;1;2;3;1049.14700781621
715;2014;2;1;1;1;1;2;1;2;1;1;8; ; ;22;6;8;4; ; ; ; ; ; ; ; ; ; ; ;25;1;3;3;1164.90762579247
717;2014;2;2;2;2;2;2;2;2;2;1;3; ; ;2;13;1;2;3;14; ; ; ; ; ; ; ; ; ;17;1;1;3;3194.75914783016
718;2014;2;2;2;2;2;2;1;2;2;1;3;8; ;2; ; ;2;10;14;15; ; ; ; ; ; ; ; ;20;1;2;3;2632.15200633537
719;2014;1;2;1;1;2;2;1;1;2;1;1; ; ;2;1; ;10;14;15; ; ; ; ; ; ; ; ; ;24;1;2;3;2632.15200633537
723;2014;1;2;1;2;2;2;1;1;2;1;8; ; ;2; ; ;3;5;8;9;14; ; ; ; ; ; ; ;20;1;2;3;454.953345560507
724;2014;1;1;1;2;1;2;1;2;2;1;8;1;2;2;9;5;2;3;4;5;10; ; ; ; ; ; ; ;22;1;2;3;454.953345560507
727;2014;1;2;1;2;1;1;2;1;2;1;1;6; ;2;6;13;2;3;9;14; ; ; ; ; ; ; ; ;25;1;3;3;573.415688929273
729;2014;1;1;1;1;2;2;1;2;1;1;8;1; ;2;17;3;2;3;8;10;14; ; ; ; ; ; ; ;26;1;3;3;573.415688929273
733;2014;2;2;2;2;2;2;1;2;2;1;9; ; ;1;3; ;1;7; ; ; ; ; ; ; ; ; ; ;18;1;1;3;265.6515153133
734;2014;1;1;1;2;2;2;1;1;1;1;1;6; ;1;2;3;2;3;5;7; ; ; ; ; ; ; ; ;25;1;3;3;243.019030070025
735;2014;2;2;2;2;2;2;1;2;2;1;9; ; ;2;3; ;3;7; ; ; ; ; ; ; ; ; ; ;22;1;2;3;218.869447323703
736;2014;2;2;2;2;2;2;1;2;2;1;8; ; ;2;1;4;2;3;4;5;6;7;10; ; ; ; ; ;29;1;3;3;477.846407441061
737;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;2;1;5;3;4;5;7;8;10; ; ; ; ; ; ;22;1;2;3;430.361272827507
740;2014;1;1;1;1;1;2;1;1;1;1;1;8; ;2;1;5;2;3;5;7;8;9;10; ; ; ; ; ;20;1;2;3;430.361272827507
744;2014;1;1;2;1;1;2;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26;1;3;3;565.224036230283
745;2014;2;1;1;2;1;2;1;2;1;1;1;2;8;1;14;4;2;6;10;12; ; ; ; ; ; ; ; ;29;1;3;3;565.224036230283
746;2014;1;2;1;1;1;2;1;1;2;1;1;8; ;1;2;4;3;4;5;7;10;14; ; ; ; ; ; ;23;1;2;3;607.424196505109
747;2014;2;1;1;2;1;2;1;2;1;1;8;2; ;1;6;4;4;7;8; ; ; ; ; ; ; ; ; ;25;1;3;3;674.446072216812
752;2014;1;1;1;2;2;2;1;1;2;1;1; ; ;1;2;3;2;3;4;5;6;7;8;9;10;14;15; ;20;1;2;3;474.627003746907
753;2014;1;1;1;2;2;2;1;1;1;1;1;2;8;1;2;5;2;3;4;5;6;7;8;9;10;14;15; ;26;1;3;3;526.996323634998
760;2014;1;1;1;2;2;1;2;1;1;1;1; ; ;1;2;4;2;3;4;5;6;7;8;9;10; ; ; ;25;1;3;3;335.857760658574
761;2014;1;2;1;2;2;2;1;2;2;1;1;2;8;1;2;4;3;4;5;6;7;8;9;10;12;13;14;15;20;1;2;3;422.983651007606
764;2014;1;1;1;2;2;1;2;2;2;1;1; ; ;1;2;3;2;3;4;5;7;8;9;10; ; ; ; ;19;1;1;3;513.393939706601
766;2014;2;2;2;2;2;2;1;2;2;1;8; ; ;1;2;4;3;4;5;10; ; ; ; ; ; ; ; ;20;1;2;3;482.004625566807
768;2014;1;2;1;2;2;2;1;1;2;1;8;1; ;4;2;14;3;5;10;14; ; ; ; ; ; ; ; ;26;1;3;3;535.187976333988
776;2014;1;1;1;2;2;2;1;1;1;1;8;2; ;2;6;5;2;4;5; ; ; ; ; ; ; ; ; ;18;1;1;3;456.681818459942
778;2014;1;1;1;1;2;2;1;2;1;1;8;1;3;17;2;5;2;3;5;7;10; ; ; ; ; ; ; ;21;1;2;3;376.258712814906
784;2014;1;1;1;2;1;2;1;1;1;1;1;5;8;2;3;4;2;3;4;5;8;9;10;14;15; ; ; ;24;1;2;3;287.727250976104
785;2014;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;29;1;3;3;319.474455260595
789;2014;1;1;1;2;1;2;1;1;1;1;1;2;8;1;3;6;2;3;4;5;8;9;10;14;15; ; ; ;29;1;3;3;521.535221835672
796;2014;2;2;1;2;2;2;2;2;2;1;1;8;3;1;2;4;4;5;7;8;10;14; ; ; ; ; ; ;22;1;2;3;978.764494773415
797;2014;2;1;1;2;1;2;1;2;1;1;1;8; ;1;2;3;3;5;10;14; ; ; ; ; ; ; ; ;17;1;1;3;1187.96969769318
552;2014;1;1;1;1;2;2;1;2;1;1;8; ; ;2;3;6;2;3;5;7;8; ; ; ; ; ; ; ;21;1;2;3;553.112419910887
554;2014;1;1;1;1;2;2;1;2;2;1;1; ; ;2;3;1;3;7;9; ; ; ; ; ; ; ; ; ;19;1;1;3;671.336974094055
566;2014;1;1;1;2;2;2;1;1;1;1;1; ; ;2;17; ;2;3;4;5;7;14; ; ; ; ; ; ;15;1;1;3;1665.53066092036
580;2014;1;1;1;2;2;2;1;1;1;1;1; ; ;1;2;3;2;6; ; ; ; ; ; ; ; ; ; ;17;1;1;3;727.708781079052
585;2014;2;1;1;2;1;2;1;2;2;1;1; ; ;2; ; ;2;3;4;6; ; ; ; ; ; ; ; ;17;1;1;3;645.713425464511
613;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;1;2; ;2;3;4; ; ; ; ; ; ; ; ; ;16;1;1;3;753.332329708596
620;2014;1;1;1;2;2;2;1;2;1;1;1; ; ;2; ; ;3;5;6;7; ; ; ; ; ; ; ; ;15;1;1;3;645.713425464511
622;2014;1;1;1;1;1;2;1;1;1;1;1;4;5;2;1;6;5;9;10; ; ; ; ; ; ; ; ; ;17;1;1;3;1122.31142997403
623;2014;1;2;1;1;1;2;1;1;2;1;1;4;8;6;1;2;3;5;9; ; ; ; ; ; ; ; ; ;15;1;1;3;1122.31142997403
648;2014;2;1;2;2;2;2;1;2;2;1;8;6; ;2; ; ;2;7; ; ; ; ; ; ; ; ; ; ;15;1;1;3;1222.69414501773
658;2014;1;1;1;2;2;2;2;2;1;1;5; ; ;2; ; ;7;10; ; ; ; ; ; ; ; ; ; ;16;1;1;3;983.713016673357
662;2014;1;1;1;1;2;2;1;1;1;1;1;8; ;1;6; ;4;5;7;9;14; ; ; ; ; ; ; ;15;1;1;3;1096.71959674318
682;2014;1;1;1;1;2;2;1;1;2;1;1;6; ;2;1;6;2;5;7;9;10; ; ; ; ; ; ; ;15;1;1;3;318.641504459166
683;2014;1;1;1;1;2;2;1;1;1;1;1;6; ;2;3;4;3;7;9; ; ; ; ; ; ; ; ; ;17;1;1;3;318.641504459166
695;2014;2;1;1;2;2;2;2;2;2;1;1; ; ;8;1;7;10; ; ; ; ; ; ; ; ; ; ; ;17;1;1;3;1059.28522009183
711;2014;2;1;1;1;2;2;1;2;1;1;1;6; ;2;3;1;3;7;10; ; ; ; ; ; ; ; ; ;15;1;1;3;1273.39606245082
725;2014;1;2;1;1;1;2;1;1;2;1;8;1;4;1;2;3;3;4;5;6;7;10; ; ; ; ; ; ;15;1;1;3;552.196970033263
728;2014;1;1;1;1;1;2;1;2;2;1;8;1; ;3;17;2;2;3;5;7;14; ; ; ; ; ; ; ;17;1;1;3;626.81818219992
749;2014;2;1;1;2;2;2;1;2;1;1;1;8; ;1;2;4;3;4;7;8;14; ; ; ; ; ; ; ;16;1;1;3;737.257576206573
755;2014;1;1;1;2;2;1;2;2;1;1;1; ; ;1;4;5;2;4;5;7;8;9;10;11; ; ; ; ;16;1;1;3;576.075757926593
777;2014;1;1;1;1;1;2;1;1;1;1;8;1; ;2;5;6;3;4;5;7; ; ; ; ; ; ; ; ;17;1;1;3;456.681818459942
781;2014;1;1;1;1;1;2;1;1;1;1;1;4;8;2;3;1;1;2;3;4;5;7;8;9;10;12;14;15;18;1;1;3;349.227272939955
790;2014;2;1;1;2;1;2;1;2;1;1;1; ; ;2;1;6;2;3;4;7;9;10;11; ; ; ; ; ;17;1;1;3;570.106060953261
793;2014;1;1;1;1;2;2;1;1;1;1;6; ; ;2;4; ;3; ; ; ; ; ; ; ; ; ; ; ;18;1;1;3;503.693182124936
559;2014;1;1;1;1;1;2;1;1;1;1;1;6; ;1;2;3;1;2;3;4;5;7;10;14; ; ; ; ;25;2;3;3;509.053103657906
567;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;2;9;13;2;3;4;5;7;10;14; ; ; ; ; ;24;2;2;3;1406.5079594767
568;2014;1;1;1;2;1;2;1;1;1;1;1;8; ;2;3; ;2;3; ; ; ; ; ; ; ; ; ; ;19;2;1;3;1273.30341591936
571;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;2;3; ;2;5; ; ; ; ; ; ; ; ; ; ;23;2;2;3;1038.65203161356
573;2014;2;2;2;2;1;2;2;2;2;1;3; ; ;2; ; ;3; ; ; ; ; ; ; ; ; ; ; ;25;2;3;3;932.616373113721
583;2014;1;1;1;1;2;2;1;1;1;1;1;2; ;2;3;5;1;2;3;4;5;6;7; ; ; ; ; ;19;2;1;3;493.649939710277
584;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;2;3;4;1;2;3; ; ; ; ; ; ; ; ; ;22;2;2;3;545.292316597119
589;2014;1;2;1;2;1;1;2;1;2;1;1; ; ;99; ; ;2;5; ; ; ; ; ; ; ; ; ; ;25;2;3;3;466.308186556861
591;2014;1;2;1;2;1;1;2;1;2;1;1; ; ;2;19;5;3;4;10; ; ; ; ; ; ; ; ; ;19;2;1;3;587.678499655091
592;2014;1;2;1;2;2;2;1;2;2;1;8;1; ;2;4;6;3;4;7;10;11; ; ; ; ; ; ; ;23;2;2;3;649.157519758475
593;2014;1;1;1;1;2;2;1;1;2;1;1;2;8;1;2;5;3;4;6;7; ; ; ; ; ; ; ; ;25;2;3;3;582.885233196076
594;2014;2;1;1;1;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;29;2;3;3;582.885233196076
596;2014;2;1;1;1;2;2;1;2;1;1;1;4;5;2;1;6;3;8;15; ; ; ; ; ; ; ; ; ;22;2;2;3;878.526510073136
599;2014;2;1;1;2;1;2;1;2;1;1;1;8; ;6;5;1;3;5;7; ; ; ; ; ; ; ; ; ;26;2;3;3;788.838015592023
601;2014;1;2;1;2;1;2;1;2;2;1;8;1; ;2;5;1;3;5;6;8;10;14; ; ; ; ; ; ;23;2;2;3;549.620033395509
602;2014;1;2;1;2;2;2;1;2;2;1;8;1; ;2;1;14;3;7;10;14; ; ; ; ; ; ; ; ;25;2;3;3;493.509497439344
603;2014;1;1;1;2;2;2;1;2;1;1;1;8; ;2;1;5;2;3;7;10; ; ; ; ; ; ; ; ;24;2;2;3;549.620033395509
607;2014;1;1;1;2;1;2;1;1;1;1;1; ; ;1;2;6;1;3;5;7;8;10;14; ; ; ; ; ;24;2;2;3;657.812953355254
609;2014;2;2;2;2;2;1;2;2;2;1;3; ; ;99; ; ;11; ; ; ; ; ; ; ; ; ; ; ;25;2;3;3;590.657036305357
612;2014;1;1;1;1;1;2;1;1;1;1;1; ; ;1;2;3;1;2;3;4;5;7;8;9;10;12;13;14;29;2;3;3;571.227528532154
619;2014;2;1;1;1;1;2;1;2;1;1;1; ; ;6; ; ;8; ; ; ; ; ; ; ; ; ; ; ;22;2;2;3;545.292316597119
629;2014;1;2;1;2;2;2;1;2;2;1;1;2;8;2;1;7;1;3;4;10; ; ; ; ; ; ; ; ;25;2;3;3;653.204808067453
630;2014;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;23;2;2;3;727.472217428329
631;2014;2;2;2;2;2;2;1;2;2;1;3;8; ;1;2;6;2;3;10; ; ; ; ; ; ; ; ; ;29;2;3;3;620.895753044762
634;2014;2;2;2;2;2;2;1;2;2;1;8; ; ;2; ; ;2;3;9;10; ; ; ; ; ; ; ; ;21;2;2;3;691.489720652304
635;2014;2;1;2;2;2;1;2;2;2;1;6; ; ;99; ; ;10; ; ; ; ; ; ; ; ; ; ; ;25;2;3;3;620.895753044762
636;2014;2;2;2;2;2;2;1;2;2;1;8; ; ;3;2;1;2;3;7;10; ; ; ; ; ; ; ; ;21;2;2;3;1343.86803176545
637;2014;1;1;1;1;2;2;1;2;1;1;1;8; ;1;2; ;2;4;5;7;8;9; ; ; ; ; ; ;20;2;2;3;1343.86803176545
639;2014;1;1;1;1;1;2;1;1;1;1;1;4;8;2;1;6;3;5;7;10;14; ; ; ; ; ; ; ;17;2;1;3;1216.59585632806
642;2014;1;2;1;2;2;2;1;1;2;1;1; ; ;2;1;7;2;3;7;14; ; ; ; ; ; ; ; ;20;2;2;3;244.055195524343
645;2014;2;2;2;2;2;2;1;2;2;1;2;3;8;2;1;13;1;7; ; ; ; ; ; ; ; ; ; ;22;2;2;3;244.055195524343
649;2014;2;2;2;2;2;2;2;2;2;1;3; ; ;99; ; ;10;11; ; ; ; ; ; ; ; ; ; ;15;2;1;3;934.753510100721
652;2014;1;2;1;1;2;1;2;1;2;1;1; ; ;1;2;5;10; ; ; ; ; ; ; ; ; ; ; ;27;2;3;3;255.662957136078
654;2014;1;1;1;1;1;2;1;1;1;1;1;8;5;3;2;1;2;5;7;8;10;14; ; ; ; ; ; ;19;2;1;3;257.765361876259
655;2014;2;2;2;2;1;1;2;2;2;1;3;4; ;1;2; ;3;10; ; ; ; ; ; ; ; ; ; ;24;2;2;3;284.731061445066
659;2014;2;2;2;2;2;2;1;2;2;1;8; ; ;2;13;1;2;4;10;15; ; ; ; ; ; ; ; ;29;2;3;3;745.917748567349
660;2014;1;2;2;2;2;2;2;1;2;1;9; ; ;2;5; ;4;10; ; ; ; ; ; ; ; ; ; ;21;2;2;3;830.726338611705
661;2014;1;1;1;2;2;2;1;1;1;1;1;8; ;1;2;3;2;3;4;5;7;8;14; ; ; ; ; ;19;2;1;3;838.445572696404
663;2014;2;1;1;2;1;2;1;2;1;1;1;2;8;2;1;6;2;3;4;5;8;14; ; ; ; ; ; ;25;2;3;3;831.606981453617
664;2014;2;2;1;2;2;2;1;2;2;1;8; ; ;6;9;1;2;3;4;5;7;8;10;14; ; ; ; ;21;2;2;3;926.158177887249
668;2014;2;1;1;2;2;2;1;2;1;1;8; ; ;1;2;5;2;3;4;10;14; ; ; ; ; ; ; ;26;2;3;3;1076.03200640789
669;2014;2;2;2;2;2;2;2;2;2;1;5; ; ;3;13; ;2;4;6;7;14; ; ; ; ; ; ; ;21;2;2;3;1198.37358827979
671;2014;2;1;2;2;2;2;1;2;2;1;3; ; ;2;6;4;1;7;10;14; ; ; ; ; ; ; ; ;18;2;1;3;715.228064546764
674;2014;2;2;2;2;2;2;1;2;2;1;2;8; ;2;6;13;99; ; ; ; ; ; ; ; ; ; ; ;26;2;3;3;709.394468976481
675;2014;1;2;1;2;2;2;1;2;2;1;1; ; ;2;5;3;4;5;7;10;11;14; ; ; ; ; ; ;17;2;1;3;715.228064546764
677;2014;1;1;1;1;2;1;2;1;2;1;1; ; ;5;1;2;2;3;4;10;14; ; ; ; ; ; ; ;27;2;3;3;1206.67296802138
678;2014;1;2;1;1;1;2;1;1;2;1;8; ; ;2;1;5;2;5;7; ; ; ; ; ; ; ; ; ;22;2;2;3;1343.86803176545
684;2014;1;1;1;1;2;2;1;1;1;1;1;2; ;1;2;4;4;5;8; ; ; ; ; ; ; ; ; ;21;2;2;3;269.086497629403
685;2014;1;2;1;1;2;2;1;2;2;1;1;8;5;1;2;6;5;7;8;9;10; ; ; ; ; ; ; ;19;2;1;3;243.602429905036
690;2014;2;1;2;2;2;2;1;2;2;1;8; ; ;1;9;2;2;9;14; ; ; ; ; ; ; ; ; ;20;2;2;3;530.350713350976
693;2014;2;2;2;2;2;2;1;2;2;1;4;3;3;2;4;13;2;10;14; ; ; ; ; ; ; ; ; ;21;2;2;3;894.545581401593
